day,peak_event_slot,participant_count,members_per_site,site,participant_bus_zero_based,exact_per_member_shapley_usd,site_total_shapley_usd,grand_coalition_value_usd,budget_residual_usd,count_states_evaluated,full_coalitions_avoided,solve_seconds,network,checkpoint_schema_version,panel_checksum
61,67,16,4,4,20,0.0,0.0,0.0,1.4210854715202004e-14,625,64911,4.1639521430006425,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
61,67,20,5,1,2,4.042788848165953,20.21394424082977,0.0,3.9968028886505635e-14,1296,1047280,8.807057835001615,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
61,67,20,5,2,7,-4.042788848165945,-20.213944240829726,0.0,3.9968028886505635e-14,1296,1047280,8.807057835001615,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
61,67,20,5,3,14,0.0,0.0,0.0,3.9968028886505635e-14,1296,1047280,8.807057835001615,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
61,67,20,5,4,20,0.0,0.0,0.0,3.9968028886505635e-14,1296,1047280,8.807057835001615,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,4,1,1,2,35.80146138384771,35.80146138384771,3.637978807091713e-12,0.0,16,0,0.11083837000114727,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,4,1,2,7,-35.80146138384407,-35.80146138384407,3.637978807091713e-12,0.0,16,0,0.11083837000114727,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,4,1,3,14,0.0,0.0,3.637978807091713e-12,0.0,16,0,0.11083837000114727,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,4,1,4,20,0.0,0.0,3.637978807091713e-12,0.0,16,0,0.11083837000114727,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,8,2,1,2,17.906754844219602,35.813509688439204,3.637978807091713e-12,-7.105427357601002e-15,81,175,0.5504801720016985,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,8,2,2,7,-17.906754844217787,-35.81350968843557,3.637978807091713e-12,-7.105427357601002e-15,81,175,0.5504801720016985,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,8,2,3,14,0.0,0.0,3.637978807091713e-12,-7.105427357601002e-15,81,175,0.5504801720016985,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,8,2,4,20,0.0,0.0,3.637978807091713e-12,-7.105427357601002e-15,81,175,0.5504801720016985,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,12,3,1,2,11.941049444038008,35.82314833211402,3.637978807091713e-12,1.2434497875801753e-14,256,3840,1.7324668959990959,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,12,3,2,7,-11.941049444036791,-35.82314833211037,3.637978807091713e-12,1.2434497875801753e-14,256,3840,1.7324668959990959,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,12,3,3,14,0.0,0.0,3.637978807091713e-12,1.2434497875801753e-14,256,3840,1.7324668959990959,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,12,3,4,20,0.0,0.0,3.637978807091713e-12,1.2434497875801753e-14,256,3840,1.7324668959990959,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,16,4,1,2,8.957852506672278,35.83141002668911,3.637978807091713e-12,-1.4210854715202004e-14,625,64911,4.144602093998401,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,16,4,2,7,-8.957852506671372,-35.83141002668549,3.637978807091713e-12,-1.4210854715202004e-14,625,64911,4.144602093998401,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,16,4,3,14,0.0,0.0,3.637978807091713e-12,-1.4210854715202004e-14,625,64911,4.144602093998401,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,16,4,4,20,0.0,0.0,3.637978807091713e-12,-1.4210854715202004e-14,625,64911,4.144602093998401,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,20,5,1,2,7.167750751040436,35.83875375520218,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.76712200700058,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,20,5,2,7,-7.167750751039704,-35.83875375519852,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.76712200700058,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,20,5,3,14,0.0,0.0,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.76712200700058,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
62,69,20,5,4,20,0.0,0.0,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.76712200700058,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,4,1,1,2,64.2131459161501,64.2131459161501,0.0,0.0,16,0,0.11533393499848899,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,4,1,2,7,-64.2131459161501,-64.2131459161501,0.0,0.0,16,0,0.11533393499848899,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,4,1,3,14,0.0,0.0,0.0,0.0,16,0,0.11533393499848899,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,4,1,4,20,0.0,0.0,0.0,0.0,16,0,0.11533393499848899,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,8,2,1,2,32.1203608017795,64.240721603559,0.0,0.0,81,175,0.5871785029994498,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,8,2,2,7,-32.1203608017795,-64.240721603559,0.0,0.0,81,175,0.5871785029994498,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,8,2,3,14,0.0,0.0,0.0,0.0,81,175,0.5871785029994498,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,8,2,4,20,0.0,0.0,0.0,0.0,81,175,0.5871785029994498,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,12,3,1,2,21.420927384492646,64.26278215347794,0.0,2.1316282072803006e-14,256,3840,1.855956604998937,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,12,3,2,7,-21.42092738449264,-64.26278215347791,0.0,2.1316282072803006e-14,256,3840,1.855956604998937,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,12,3,3,14,0.0,0.0,0.0,2.1316282072803006e-14,256,3840,1.855956604998937,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,12,3,4,20,0.0,0.0,0.0,2.1316282072803006e-14,256,3840,1.855956604998937,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,16,4,1,2,16.070422799067444,64.28169119626978,0.0,0.0,625,64911,4.1694925379997585,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,16,4,2,7,-16.070422799067444,-64.28169119626978,0.0,0.0,625,64911,4.1694925379997585,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,16,4,3,14,0.0,0.0,0.0,0.0,625,64911,4.1694925379997585,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,16,4,4,20,0.0,0.0,0.0,0.0,625,64911,4.1694925379997585,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,20,5,1,2,12.859699846861156,64.29849923430578,0.0,-1.4210854715202004e-13,1296,1047280,8.574528815999656,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,20,5,2,7,-12.859699846861185,-64.29849923430592,0.0,-1.4210854715202004e-13,1296,1047280,8.574528815999656,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,20,5,3,14,0.0,0.0,0.0,-1.4210854715202004e-13,1296,1047280,8.574528815999656,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
63,64,20,5,4,20,0.0,0.0,0.0,-1.4210854715202004e-13,1296,1047280,8.574528815999656,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,4,1,1,2,40.484257004331994,40.484257004331994,3.637978807091713e-12,0.0,16,0,0.10528765900016879,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,4,1,2,7,-40.484257004328356,-40.484257004328356,3.637978807091713e-12,0.0,16,0,0.10528765900016879,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,4,1,3,14,0.0,0.0,3.637978807091713e-12,0.0,16,0,0.10528765900016879,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,4,1,4,20,0.0,0.0,3.637978807091713e-12,0.0,16,0,0.10528765900016879,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,8,2,1,2,20.254868029872192,40.509736059744384,3.637978807091713e-12,0.0,81,175,0.5748960429991712,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,8,2,2,7,-20.254868029870373,-40.509736059740746,3.637978807091713e-12,0.0,81,175,0.5748960429991712,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,8,2,3,14,0.0,0.0,3.637978807091713e-12,0.0,81,175,0.5748960429991712,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,8,2,4,20,0.0,0.0,3.637978807091713e-12,0.0,81,175,0.5748960429991712,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,12,3,1,2,13.506217909713454,40.51865372914036,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8739806599987787,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,12,3,2,7,-13.506217909712243,-40.51865372913673,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8739806599987787,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,12,3,3,14,0.0,0.0,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8739806599987787,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,12,3,4,20,0.0,0.0,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8739806599987787,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,16,4,1,2,10.130345906983246,40.521383627932984,3.637978807091713e-12,1.4210854715202004e-14,625,64911,4.33901904799859,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,16,4,2,7,-10.130345906982333,-40.52138362792933,3.637978807091713e-12,1.4210854715202004e-14,625,64911,4.33901904799859,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,16,4,3,14,0.0,0.0,3.637978807091713e-12,1.4210854715202004e-14,625,64911,4.33901904799859,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,16,4,4,20,0.0,0.0,3.637978807091713e-12,1.4210854715202004e-14,625,64911,4.33901904799859,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,20,5,1,2,8.104434453072535,40.52217226536268,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.645040539999172,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,20,5,2,7,-8.104434453071804,-40.52217226535902,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.645040539999172,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,20,5,3,14,0.0,0.0,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.645040539999172,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
64,66,20,5,4,20,0.0,0.0,3.637978807091713e-12,2.1316282072803006e-14,1296,1047280,8.645040539999172,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,4,1,1,2,25.670202120953036,25.670202120953036,3.637978807091713e-12,0.0,16,0,0.10652318299980834,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,4,1,2,7,-25.670202120949398,-25.670202120949398,3.637978807091713e-12,0.0,16,0,0.10652318299980834,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,4,1,3,14,0.0,0.0,3.637978807091713e-12,0.0,16,0,0.10652318299980834,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,4,1,4,20,0.0,0.0,3.637978807091713e-12,0.0,16,0,0.10652318299980834,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,8,2,1,2,12.835101060475903,25.670202120951807,3.637978807091713e-12,-3.552713678800501e-15,81,175,0.5381347330003337,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,8,2,2,7,-12.835101060474086,-25.670202120948172,3.637978807091713e-12,-3.552713678800501e-15,81,175,0.5381347330003337,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,8,2,3,14,0.0,0.0,3.637978807091713e-12,-3.552713678800501e-15,81,175,0.5381347330003337,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,8,2,4,20,0.0,0.0,3.637978807091713e-12,-3.552713678800501e-15,81,175,0.5381347330003337,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,12,3,1,2,8.556734040317213,25.67020212095164,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8017464699987613,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,12,3,2,7,-8.556734040316002,-25.670202120948005,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8017464699987613,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,12,3,3,14,0.0,0.0,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8017464699987613,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,12,3,4,20,0.0,0.0,3.637978807091713e-12,-3.552713678800501e-15,256,3840,1.8017464699987613,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,16,4,1,2,6.417550530238338,25.670202120953352,3.637978807091713e-12,4.618527782440651e-14,625,64911,4.487034735000634,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,16,4,2,7,-6.417550530237417,-25.670202120949668,3.637978807091713e-12,4.618527782440651e-14,625,64911,4.487034735000634,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,16,4,3,14,0.0,0.0,3.637978807091713e-12,4.618527782440651e-14,625,64911,4.487034735000634,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,16,4,4,20,0.0,0.0,3.637978807091713e-12,4.618527782440651e-14,625,64911,4.487034735000634,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,20,5,1,2,5.1340404241907125,25.67020212095356,3.637978807091713e-12,6.128431095930864e-14,1296,1047280,8.991022956000961,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,20,5,2,7,-5.134040424189973,-25.670202120949863,3.637978807091713e-12,6.128431095930864e-14,1296,1047280,8.991022956000961,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,20,5,3,14,0.0,0.0,3.637978807091713e-12,6.128431095930864e-14,1296,1047280,8.991022956000961,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
65,65,20,5,4,20,0.0,0.0,3.637978807091713e-12,6.128431095930864e-14,1296,1047280,8.991022956000961,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,4,1,1,2,123.36660599042258,123.36660599042258,0.0,0.0,16,0,0.1040824400006386,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,4,1,2,7,-123.36660599042258,-123.36660599042258,0.0,0.0,16,0,0.1040824400006386,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,4,1,3,14,0.0,0.0,0.0,0.0,16,0,0.1040824400006386,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,4,1,4,20,0.0,0.0,0.0,0.0,16,0,0.1040824400006386,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,8,2,1,2,61.707200508338246,123.41440101667649,0.0,-1.4210854715202004e-14,81,175,0.5298692620017391,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,8,2,2,7,-61.70720050833825,-123.4144010166765,0.0,-1.4210854715202004e-14,81,175,0.5298692620017391,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,8,2,3,14,0.0,0.0,0.0,-1.4210854715202004e-14,81,175,0.5298692620017391,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,8,2,4,20,0.0,0.0,0.0,-1.4210854715202004e-14,81,175,0.5298692620017391,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,12,3,1,2,41.13235790084937,123.39707370254811,0.0,-4.263256414560601e-14,256,3840,1.6846695320018625,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,12,3,2,7,-41.132357900849385,-123.39707370254816,0.0,-4.263256414560601e-14,256,3840,1.6846695320018625,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,12,3,3,14,0.0,0.0,0.0,-4.263256414560601e-14,256,3840,1.6846695320018625,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,12,3,4,20,0.0,0.0,0.0,-4.263256414560601e-14,256,3840,1.6846695320018625,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,16,4,1,2,30.837511170984417,123.35004468393767,0.0,2.842170943040401e-14,625,64911,4.180165649002447,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,16,4,2,7,-30.83751117098441,-123.35004468393764,0.0,2.842170943040401e-14,625,64911,4.180165649002447,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,16,4,3,14,0.0,0.0,0.0,2.842170943040401e-14,625,64911,4.180165649002447,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,16,4,4,20,0.0,0.0,0.0,2.842170943040401e-14,625,64911,4.180165649002447,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,20,5,1,2,24.662167850457102,123.31083925228552,0.0,-1.2434497875801753e-13,1296,1047280,8.867374595996807,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,20,5,2,7,-24.662167850457127,-123.31083925228563,0.0,-1.2434497875801753e-13,1296,1047280,8.867374595996807,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,20,5,3,14,0.0,0.0,0.0,-1.2434497875801753e-13,1296,1047280,8.867374595996807,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
66,64,20,5,4,20,0.0,0.0,0.0,-1.2434497875801753e-13,1296,1047280,8.867374595996807,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,4,1,1,2,0.8772886721599207,0.8772886721599207,0.0,0.0,16,0,0.11122898599933251,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,4,1,2,7,-0.8772886721599207,-0.8772886721599207,0.0,0.0,16,0,0.11122898599933251,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,4,1,3,14,0.0,0.0,0.0,0.0,16,0,0.11122898599933251,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,4,1,4,20,0.0,0.0,0.0,0.0,16,0,0.11122898599933251,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,8,2,1,2,0.43864433608056663,0.8772886721611333,0.0,0.0,81,175,0.5554385089999414,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,8,2,2,7,-0.43864433608056663,-0.8772886721611333,0.0,0.0,81,175,0.5554385089999414,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,8,2,3,14,0.0,0.0,0.0,0.0,81,175,0.5554385089999414,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,8,2,4,20,0.0,0.0,0.0,0.0,81,175,0.5554385089999414,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,12,3,1,2,0.2924295573866402,0.8772886721599207,0.0,-3.3306690738754696e-16,256,3840,1.7367361550022906,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,12,3,2,7,-0.29242955738664034,-0.877288672159921,0.0,-3.3306690738754696e-16,256,3840,1.7367361550022906,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
67,69,12,3,3,14,0.0,0.0,0.0,-3.3306690738754696e-16,256,3840,1.7367361550022906,IEEE RTS 24-bus,2,ea8027473491d1a58705644f9e1667365a5435516826056f10101539b8ca4131
