network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,34,1,0.0237979404974732,0.0,1.0094575210618528,1.0599999991941962,0.0,0.0207735760276364,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,35,1,0.0237449906482139,0.0,1.0092355706428469,1.0599999966641604,0.0,2.946192487630753,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,36,1,0.0242880665016362,0.0,1.0096014879892847,1.0599999936826257,0.0,0.3025334024085282,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,37,1,0.0237880874997203,0.0,0.9918772920546964,1.0599999995356817,0.0,5.717479062602337,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,38,1,0.0237901633759108,0.0,1.0094396047164331,1.0599999991559577,0.0,0.1078538931804189,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,39,1,0.0237964003879297,0.0,1.009453331821571,1.0599999991868003,0.0,0.0220711062168561,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,40,1,0.0238013339039381,0.0,1.0095205853604132,1.0599999992523137,0.0,0.3663607378477707,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,41,1,0.0237980087494031,0.0,1.009461248477734,1.059999999197237,0.0,0.0089072086870771,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,42,1,0.0237973047292896,0.0,1.0094544984764098,1.0599999991929183,0.0,0.0008104258141088,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,43,1,0.0237648079317233,0.0,1.0093692812618869,1.059999999419076,0.0,0.017705776408178,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,44,1,0.0237622221900349,0.0,1.0093859567706844,1.0599999993807931,0.0,0.0266187111210456,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,45,1,0.0237976177882597,0.0,1.0094477309943302,1.0599999992288174,0.0,0.0047830427726864,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,46,1,0.0238053893658536,0.0,1.0094647519616342,1.059999993519566,0.0,0.0790595212425842,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,47,1,0.0237526595089268,0.0,1.0093512385171608,1.05999999947453,0.0,0.1340991635625528,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,48,1,0.0238080057236161,0.0,1.009600618736335,1.059999993720707,0.0,0.0325837601613159,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,49,1,0.0237672779837791,0.0,1.0093792586402668,1.0599999944290417,0.0,0.4511693040240629,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,50,1,0.0238787418411012,0.0,1.007489486837726,1.0599999811984913,0.0,5.742043713276559,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,51,1,0.0236691932266808,0.0,1.0086919287754372,1.059999996778913,0.0,0.7964869842653002,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,52,1,0.023707245355783,0.0,1.0091754316234376,1.059999999493838,0.0,0.4403948421195309,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,53,1,0.0236569218997592,0.0,1.0019992967686622,1.059999994307753,0.0,0.0385902351486606,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,54,1,0.0236964038478073,0.0,1.0090984578013789,1.0599999973353147,0.0,0.2878249622246471,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,55,1,0.0237901917998885,0.0,1.009382312141382,1.0599999991133553,0.0,0.0915432472334032,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,56,1,0.0237999319559623,0.0,1.0094446601639862,1.0599999991371547,0.0,-0.0037341922854636,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,57,1,0.0238026343148321,0.0,1.009456955523707,1.0599999991395923,0.0,0.0305544555315009,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,58,1,0.0238204579767236,0.0,1.0095215962473407,1.0599999928276251,0.0,-0.216584680352355,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,59,1,0.02381946975947,0.0,1.009484037133328,1.059999992611291,0.0,-0.0385780247802074,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,60,1,0.0232906288415287,0.0,0.9853557724566502,1.059999986689863,0.0,0.9528794413832032,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,61,1,0.0238111226639201,0.0,1.0091302717198258,1.0599999900692805,0.0,0.3242933030729489,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,62,1,0.0238004727295894,0.0,1.0094568946121614,1.0599999932657784,0.0,0.1137080786000694,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,63,1,0.0237983724545347,0.0,1.0094178037146948,1.0599999934534103,0.0,0.0387137874558902,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,64,1,0.0237979553459576,0.0,1.0092355713043375,1.0599999931249875,0.0,0.0532590011827665,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,65,1,0.0238136120704029,0.0,1.009448650309461,1.0599999990505904,0.0,0.6610809885955575,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,66,1,0.0238136120704029,0.0,1.009448650309461,1.0599999990505904,0.0,0.6610809885955575,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,67,1,0.0237981002802533,0.0,1.0093673725850252,1.0599999928704866,0.0,0.316971639124489,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,68,1,0.0238003345070137,0.0,1.0093840962549667,1.0599999933211943,0.0,0.3346499181767512,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,69,1,0.0237968290932081,0.0,1.0093503593636373,1.0599999928973531,0.0,0.4002762630015581,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,70,1,0.0237967888370197,0.0,1.0093270328037902,1.05999999277001,0.0,0.4834034297298615,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,71,1,0.0237970706783642,0.0,1.0094104299691091,1.059999999190515,0.0,0.1189514884682694,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,72,1,0.0237971927714255,0.0,1.00944854393036,1.0599999991936082,0.0,0.0040297262768547,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,73,1,0.0237972575842752,0.0,1.0094281022366736,1.059999999196868,0.0,0.0809291456255039,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,74,1,0.0237967560766571,0.0,1.009393425031401,1.0599999931410544,0.0,0.2349508942958209,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,75,1,0.0237968585117331,0.0,1.0094043651226745,1.0599999933492716,0.0,0.1847503218360202,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,76,1,0.023797207584312,0.0,1.0094531131957296,1.0599999991910258,0.0,0.0021698104508232,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,77,1,0.0237971476407431,0.0,1.0094443300290046,1.059999999197538,0.0,0.0195906775045386,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,78,1,0.0237972228045519,0.0,1.009455473364972,1.0599999991938531,0.0,-0.0060165797623028,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,79,1,0.0237971726183353,0.0,1.0094423033053748,1.0599999991934157,0.0,0.0186314783839236,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,80,1,0.0237970686146547,0.0,1.0094126943963573,1.0599999991984888,0.0,0.1262945484682234,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,81,1,0.0237972818143842,0.0,1.0094586480814636,1.059999999191852,0.0,-0.009420088824271,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,82,1,0.0237972022010313,0.0,1.009445870542972,1.0599999991951152,0.0,0.0099881692653696,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,83,1,0.0237977024688949,0.0,1.00943653501273,1.059999999185982,0.0,0.2421460407781808,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,84,1,0.0237973263601401,0.0,1.009426761780465,1.059999999187096,0.0,0.161072322235924,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,85,1,0.0237973108361177,0.0,1.009424838756982,1.059999999186996,0.0,0.1660429374784371,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,86,1,0.023797707333753,0.0,1.0094212517791132,1.0599999991811562,0.0,0.3019412619846093,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,87,1,0.0237965079289486,0.0,1.0095724640629842,1.059999995724651,0.0,0.0319092610342863,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,88,1,0.0237965043292883,0.0,1.0095731008643978,1.0599999957101052,0.0,0.0591757571768596,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,89,1,0.0237969394174112,0.0,1.009421318555986,1.0599999991308908,0.0,0.3221401193881661,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,90,1,0.0237972975194616,0.0,1.0094487348998986,1.05999999919241,0.0,-0.0033611672828612,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,91,1,0.0237973714467253,0.0,1.0094351312589671,1.0599999991926967,0.0,0.0361960289206138,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,92,1,0.0237971778635204,0.0,1.0093604153592006,1.0599999941735452,0.0,1.6751935958423587,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,93,1,0.0237984066020203,0.0,0.9967632541531036,1.0599999845127883,0.0,1.6397044854560647,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,94,1,0.0238036233974376,0.0,1.0083558804003123,1.059999988116782,0.0,-0.0754678095130714,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,95,1,0.0238549076518319,0.0,1.0035416014047036,1.0599999944972884,0.0,5.366382222632637,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,96,1,0.0238248775730622,0.0,1.005011909342106,1.0599999814101877,0.0,2.3593395747979,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,97,1,0.0238059939034964,0.0,1.0093969593777226,1.0599999956207036,0.0,0.6071916100445662,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,98,1,0.0238059939034964,0.0,1.0093969593777226,1.0599999956207036,0.0,0.6071916100445662,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,99,1,0.0237970184295803,0.0,1.0096796084670794,1.059999993762842,0.0,0.0726726855895378,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,100,1,0.0237979454880407,0.0,1.009425224794177,1.05999999916736,0.0,0.0149441657459021,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,101,1,0.0237564754877086,0.0,1.0118736659502354,1.0599999943934382,0.0,0.0976897783241668,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,102,1,0.0237988991299874,0.0,1.0092926847626165,1.0599999991544375,0.0,0.1907086004569009,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,103,1,0.0237987784437325,0.0,1.004077744970151,1.0599999933644395,0.0,-0.3484207298237436,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,104,1,0.0237983799840792,0.0,1.0095115978916172,1.0599999933072248,0.0,0.1348936399487854,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,105,1,0.0237973358313149,0.0,1.0094492844143648,1.0599999933134594,0.0,0.0208856396573082,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,106,1,0.0238078869354972,0.0,1.006925935862412,1.0599999606166155,0.0,1.3340973761987414,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,107,1,0.0237943054560745,0.0,1.009925985451437,1.0599999954792658,0.0,1.467700964969083,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,108,1,0.0237974164088605,0.0,1.0094561913491402,1.059999999202195,0.0,-0.0129032073478754,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,109,1,0.0237980495138007,0.0,1.009449818929807,1.059999995497129,0.0,-0.0296150403479487,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,110,1,0.0237981269126315,0.0,1.0094183904781322,1.059999999196488,0.0,0.0097928967061022,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,111,1,0.0237980883048305,0.0,1.009435509543858,1.0599999992125084,0.0,-0.0337876474748668,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,113,1,0.0237975748656706,0.0,1.0094504015329562,1.059999999304506,0.0,0.0766668969507975,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,114,1,0.0237974361734047,0.0,1.0094453433989106,1.059999999217788,0.0,0.0013307536594027,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,115,1,0.0237964798674458,0.0,1.0098264898695328,1.0599999941744598,0.0,1.0046716263293265,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,116,1,0.023796747089219,0.0,1.0094808569686795,1.0599999935151747,0.0,0.2671392729351964,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,117,1,0.0237967211816959,0.0,1.0094648567917046,1.059999993865779,0.0,0.6564472900664384,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,118,1,0.0237972507962505,0.0,1.009768006128395,1.059999999294485,0.0,0.2963386683302644,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,119,1,0.02379691239715,0.0,1.0094444687114426,1.0599999926846468,0.0,0.1519334862324228,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,120,1,0.0237972392094571,0.0,1.009398613317296,1.059999992342007,0.0,0.054278275125938,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,121,1,0.0237972912801005,0.0,1.0085918149344495,1.0599999914642118,0.0,0.0961988936988973,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,122,1,0.0237969965440787,0.0,1.009983047486542,1.0599999992244111,0.0,0.2589669776358789,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,123,1,0.0237970994122204,0.0,1.0097477754494872,1.0599999991667228,0.0,0.1378179713694578,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,124,1,0.0237970160181162,0.0,1.0099690353126334,1.0599999991142457,0.0,0.3517118729631932,0.45,0.95,0.2264157461580293,252.92852185302465,4
IEEE 118-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,125,1,0.0237974341704264,0.0,0.9899862142811188,1.0599999875229362,0.0,0.0072554008474128,0.45,0.95,0.2264157461580293,252.92852185302465,4
