day,endpoint,conversion_scale_factor,unclipped_conversion_scale_factor,solver_status,capacity_activation_eligible,hull_baseline_cost_min_usd,hull_baseline_cost_max_usd,continuous_segment_minimum_baseline_cost_usd,counterfactual_cost_usd,payment_interval_lower_usd,payment_interval_upper_usd,payment_interval_width_usd,selected_reference_payment_usd,oracle_payment_usd,oracle_inside_interval,candidate_hull_vertices,candidate_hull_definition,schema_version,endpoint_profile_checksum
66,q01,0.5844748596130233,0.5844748596130233,optimal,True,106810.3610417969,106810.4912027415,106810.33874142155,106961.45501008377,-151.11626866221195,-150.9638073422684,0.15246131994354073,-150.9638073422684,-95.49655823931971,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
66,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
67,q01,0.5844748596130233,0.5844748596130233,optimal,True,106420.397749423,106420.39774942302,106420.39774942295,106429.39928622034,-9.00153679739742,-9.001536797324661,7.275957614183426e-11,-9.001536797324661,317.0197442986246,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
67,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
68,q01,0.5844748596130233,0.5844748596130233,optimal,True,106655.90617372998,106683.18500820696,106655.90617372993,106757.1459516561,-101.23977792616643,-73.96094344914309,27.278834477023338,-73.96094344914309,-48.04293971584411,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
68,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
69,q01,0.5844748596130233,0.5844748596130233,optimal,True,107220.68301777163,107235.19700889428,107220.68301777153,107514.25807565195,-293.57505788041453,-279.0610667576693,14.51399112274521,-279.0610667576693,-231.16160519004916,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
69,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
70,q01,0.5844748596130233,0.5844748596130233,optimal,True,106930.47315714306,106946.72429904666,106930.47315714302,107127.22574881802,-196.7525916750019,-180.50144977135642,16.251141903645475,-180.50144977135642,-157.94007929996587,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
70,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
71,q01,0.5844748596130233,0.5844748596130233,optimal,True,107143.8453299187,107159.18654544525,107143.84532991864,107410.0968995358,-266.2515696171613,-250.91035409054894,15.341215526612359,-250.91035409054894,195.733678463017,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
71,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
72,q01,0.5844748596130233,0.5844748596130233,optimal,True,106862.74344725249,106882.6549841577,106862.74344725245,107049.85772032621,-187.1142730737629,-167.20273616850318,19.91153690525971,-167.20273616850318,-83.4461827078776,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
72,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
73,q01,0.5844748596130233,0.5844748596130233,optimal,True,106992.21122369662,107016.82272387255,106992.21122369656,107218.33625404257,-226.12503034601104,-201.5135301700211,24.61150017598993,-201.5135301700211,-141.48046323376184,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
73,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
74,q01,0.5844748596130233,0.5844748596130233,optimal,True,106775.93818273015,106780.4751378281,106775.93818273005,106915.92422664791,-139.9860439178592,-135.44908881980518,4.5369550980540225,-135.44908881980518,-26.64409825313487,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
74,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
75,q01,0.5844748596130233,0.5844748596130233,optimal,True,107215.88414117332,107252.48451535548,107215.88414117321,107548.18202790194,-332.2978867287311,-295.6975125464669,36.600374182264204,-295.6975125464669,-258.8339721693774,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
75,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
76,q01,0.5844748596130233,0.5844748596130233,optimal,True,106819.98584871634,106819.98584872062,106819.9858487105,106964.88928667064,-144.90343796015077,-144.90343795002264,1.0128132998943329e-08,-144.90343795002264,9.833469773977413,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
76,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
77,q01,0.5844748596130233,0.5844748596130233,optimal,True,106413.75914359569,106413.75914359569,106413.75914359561,106445.14555446294,-31.386410867329687,-31.386410867256927,7.275957614183426e-11,-31.386410867256927,159.42498796299333,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
77,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
78,q01,0.5844748596130233,0.5844748596130233,optimal,True,106549.73487276334,106558.81755545082,106549.73487276329,106627.8356644513,-78.10079168800439,-69.01810900047712,9.082682687527267,-69.01810900047712,-41.734180317565915,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
78,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
79,q01,0.5844748596130233,0.5844748596130233,optimal,True,107243.80470375031,107262.19583599974,107243.80470375615,107473.54618917393,-229.74148542361218,-211.35035317418806,18.391132249424118,-211.35035317418806,-421.09088973379403,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
79,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
80,q01,0.5844748596130233,0.5844748596130233,optimal,True,106855.27138477926,106884.43301511052,106855.2713847792,107050.53368525613,-195.2623004769266,-166.10067014560627,29.16163033132034,-166.10067014560627,-27.260586805830826,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
80,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
81,q01,0.5844748596130233,0.5844748596130233,optimal,True,107686.16852906991,107686.35361770132,107686.16852906981,108040.90908498934,-354.7405559195322,-354.5554672880244,0.18508863150782418,-354.5554672880244,-617.3595422388607,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
81,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
82,q01,0.5844748596130233,0.5844748596130233,optimal,True,106812.07341606144,106872.24650451602,106812.07341606138,107067.26797584876,-255.19455978738551,-195.0214713327441,60.1730884546414,-195.0214713327441,-63.3857308285078,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
82,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
83,q01,0.5844748596130233,0.5844748596130233,optimal,True,106485.30615615197,106485.30615615197,106485.30615615193,106526.31430536853,-41.0081492166064,-41.00814921656274,4.3655745685100555e-11,-41.00814921656274,17.451418268945417,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
83,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
84,q01,0.5844748596130233,0.5844748596130233,optimal,True,106456.21224807564,106456.2122483461,106456.21224807754,106487.64449202217,-31.432243946532253,-31.432243676070357,2.704618964344263e-07,-31.432243676070357,161.36955232379842,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
84,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
85,q01,0.5844748596130233,0.5844748596130233,optimal,True,106941.66401199176,106984.7940626334,106941.66401199072,107197.8808032455,-256.21679125477385,-213.08674061209604,43.130050642677816,-213.08674061209604,-164.10089357881225,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
85,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
86,q01,0.5844748596130233,0.5844748596130233,optimal,True,106776.18667837797,106822.70969442249,106776.18667837793,106971.37437128028,-195.1876929023565,-148.66467685779207,46.52301604456443,-148.66467685779207,-115.92956299579237,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
86,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
87,q01,0.5844748596130233,0.5844748596130233,optimal,True,107202.6046143953,107207.93326014797,107202.60461439526,107505.69063552497,-303.0860211297113,-297.7573753769975,5.328645752713783,-297.7573753769975,-180.65480944943556,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
87,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
88,q01,0.5844748596130233,0.5844748596130233,optimal,True,106817.21883597832,106841.10153384489,106817.2188359773,106986.42346296509,-169.2046269877901,-145.32192912019673,23.88269786759338,-145.32192912019673,-33.74114771684981,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
88,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
89,q01,0.5844748596130233,0.5844748596130233,optimal,True,106563.32039008956,106563.32039009086,106563.32039008485,106626.74911352499,-63.428723440141766,-63.428723434131825,6.00994098931551e-09,-63.428723435426946,68.4167468084197,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
89,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
90,q01,0.5844748596130233,0.5844748596130233,optimal,True,106457.55254800899,106457.55254800899,106457.55254800894,106487.84813031508,-30.295582306134747,-30.29558230609109,4.3655745685100555e-11,-30.29558230609109,-30.29558230609109,1.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
90,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
91,q01,0.5844748596130233,0.5844748596130233,optimal,True,106994.39128325696,107016.0738318437,106994.3912832569,107184.86391985684,-190.4726365999377,-168.79008801313466,21.682548586803023,-168.79008801313466,-99.51147067005513,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
91,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
92,q01,0.5844748596130233,0.5844748596130233,optimal,True,106457.5612126248,106457.5612126248,106457.56121262474,106489.97552469508,-32.41431207033747,-32.414312070279266,5.820766091346741e-11,-32.414312070279266,-6.703095718301483,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
92,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
93,q01,0.5844748596130233,0.5844748596130233,optimal,True,106431.3326857992,106431.3326857992,106431.33268579913,106454.75892061891,-23.426234819780802,-23.426234819708043,7.275957614183426e-11,-23.426234819708043,30.01177010065294,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
93,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
94,q01,0.5844748596130233,0.5844748596130233,optimal,True,106375.85967775987,106375.85967775987,106375.85967775983,106378.53257253932,-2.672894779490889,-2.6728947794472333,4.3655745685100555e-11,-2.6728947794472333,118.85966040394851,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
94,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
95,q01,0.5844748596130233,0.5844748596130233,optimal,True,106521.21660459123,106521.21660459123,106521.21660459116,106584.06973674921,-62.853132158052176,-62.85313215797942,7.275957614183426e-11,-62.85313215797942,20.406093787722057,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
95,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
96,q01,0.5844748596130233,0.5844748596130233,optimal,True,106393.85518993685,106393.85518993685,106393.85518993679,106400.22469295349,-6.369503016700037,-6.369503016641829,5.820766091346741e-11,-6.369503016641829,85.93282348109642,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
96,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
97,q01,0.5844748596130233,0.5844748596130233,optimal,True,106386.45445698475,106386.45445698475,106386.4544569847,106392.88151269901,-6.427055714302696,-6.4270557142590405,4.3655745685100555e-11,-6.4270557142590405,32.19267865191796,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
97,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
98,q01,0.5844748596130233,0.5844748596130233,optimal,True,106389.11969409659,106389.11969409659,106389.11969409653,106397.65706532105,-8.53737122452003,-8.537371224461822,5.820766091346741e-11,-8.537371224461822,36.85509163766983,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
98,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
99,q01,0.5844748596130233,0.5844748596130233,optimal,True,106382.01235340264,106382.01235340264,106382.01235340258,106386.82749918479,-4.815145782209584,-4.815145782151376,5.820766091346741e-11,-4.815145782151376,31.779418919380987,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
99,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
100,q01,0.5844748596130233,0.5844748596130233,optimal,True,106378.9647333575,106378.9647333575,106378.96473335745,106382.98168833452,-4.016954977065325,-4.016954977021669,4.3655745685100555e-11,-4.016954977021669,76.66541096860601,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
100,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
101,q01,0.5844748596130233,0.5844748596130233,optimal,True,106821.3554116351,106830.344713549,106821.35541163506,106978.42747646727,-157.0720648322167,-148.08276291827497,8.989301913941745,-148.08276291827497,-204.120007448073,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
101,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
102,q01,0.5844748596130233,0.5844748596130233,optimal,True,106552.86785150971,106561.22091427271,106552.86785150965,106543.20796896427,9.65988254538388,18.012945308437338,8.353062763053458,18.012945308437338,-85.97639806612278,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
102,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
103,q01,0.5844748596130233,0.5844748596130233,optimal,True,106487.54200598071,106502.21510241448,106487.54200598066,106474.86336619838,12.678639782287064,27.351736216107383,14.67309643382032,27.351736216107383,90.603148286551,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
103,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
