day,slot,participant,site,portfolio,pretest_measured_energy_share,participant_bus_zero_based,exact_shapley_value_usd,grand_coalition_value_usd,budget_residual_usd,coalitions_enumerated,network,checkpoint_schema_version,panel_checksum,day_solve_seconds
61,68,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,1.0658141036401503e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,68,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,1.0658141036401503e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,68,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,1.0658141036401503e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,1,1,Inference portfolio,0.3360858524341381,2,0.7076969049286781,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,2,1,Batch portfolio,0.6639141475658619,2,1.398005848710912,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,3,2,Inference portfolio,0.30397103703587725,7,-0.6400726497129948,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,4,2,Batch portfolio,0.6960289629641228,7,-1.4656301039265904,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,69,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,4.440892098500626e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,1,1,Inference portfolio,0.3360858524341381,2,0.3720612404592127,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,2,1,Batch portfolio,0.6639141475658619,2,0.734981016050066,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,3,2,Inference portfolio,0.30397103703587725,7,-0.33650878275360185,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,4,2,Batch portfolio,0.6960289629641228,7,-0.7705334737556773,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,70,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,-2.220446049250313e-16,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,1,1,Inference portfolio,0.3360858524341381,2,12.685683828952115,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,2,1,Batch portfolio,0.6639141475658619,2,25.063900295546027,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,3,2,Inference portfolio,0.30397103703587725,7,-3.1588787392979616,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,4,2,Batch portfolio,0.6960289629641228,7,-7.233136032907618,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,5,3,Inference portfolio,0.3194660181587846,14,0.0,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,6,3,Batch portfolio,0.6805339818412154,14,0.0,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,7,4,Inference portfolio,0.3374214395382333,20,0.0,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
61,71,8,4,Batch portfolio,0.6625785604617667,20,0.0,27.357569352292558,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,13.859454613997514
62,64,1,1,Inference portfolio,0.3360858524341381,2,6.868851961514793,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,2,1,Batch portfolio,0.6639141475658619,2,13.56893770373382,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,3,2,Inference portfolio,0.30397103703587725,7,-6.212496119267141,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,4,2,Batch portfolio,0.6960289629641228,7,-14.225293545981456,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,64,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,1,1,Inference portfolio,0.3360858524341381,2,8.932211243700902,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,2,1,Batch portfolio,0.6639141475658619,2,17.644959973142868,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,3,2,Inference portfolio,0.30397103703587725,7,-8.07869029626272,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,4,2,Batch portfolio,0.6960289629641228,7,-18.498480920577432,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,5,3,Inference portfolio,0.3194660181587846,14,0.0,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,6,3,Batch portfolio,0.6805339818412154,14,0.0,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,7,4,Inference portfolio,0.3374214395382333,20,0.0,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,65,8,4,Batch portfolio,0.6625785604617667,20,0.0,3.637978807091713e-12,-1.7763568394002505e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,1,1,Inference portfolio,0.3360858524341381,2,11.007797068790904,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,2,1,Batch portfolio,0.6639141475658619,2,21.76092574485135,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,3,2,Inference portfolio,0.30397103703587725,7,-9.95494613285685,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,4,2,Batch portfolio,0.6960289629641228,7,-22.8137766807854,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,66,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,7.105427357601002e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,1,1,Inference portfolio,0.3360858524341381,2,10.521117503198639,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,2,1,Batch portfolio,0.6639141475658619,2,20.795436516942136,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,3,2,Inference portfolio,0.30397103703587725,7,-9.51567907974929,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,4,2,Batch portfolio,0.6960289629641228,7,-21.800874940395097,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,5,3,Inference portfolio,0.3194660181587846,14,0.0,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,6,3,Batch portfolio,0.6805339818412154,14,0.0,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,7,4,Inference portfolio,0.3374214395382333,20,0.0,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,67,8,4,Batch portfolio,0.6625785604617667,20,0.0,-3.637978807091713e-12,2.4868995751603507e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,1,1,Inference portfolio,0.3360858524341381,2,9.132605281575405,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,2,1,Batch portfolio,0.6639141475658619,2,18.04082441036707,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,3,2,Inference portfolio,0.30397103703587725,7,-8.259935603280603,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,4,2,Batch portfolio,0.6960289629641228,7,-18.913494088661867,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,68,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,3.552713678800501e-15,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,1,1,Inference portfolio,0.3360858524341381,2,11.828121140866495,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,2,1,Batch portfolio,0.6639141475658619,2,23.35712843892801,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,3,2,Inference portfolio,0.30397103703587725,7,-10.69725786868532,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,4,2,Batch portfolio,0.6960289629641228,7,-24.487991711109157,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,6,3,Batch portfolio,0.6805339818412154,14,0.0,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,7,4,Inference portfolio,0.3374214395382333,20,0.0,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,69,8,4,Batch portfolio,0.6625785604617667,20,0.0,0.0,3.552713678800501e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,70,1,1,Inference portfolio,0.3360858524341381,2,8.304303986101626,0.0,-1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,70,2,1,Batch portfolio,0.6639141475658619,2,16.404573004575745,0.0,-1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,70,3,2,Inference portfolio,0.30397103703587725,7,-7.5107829628477605,0.0,-1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,70,4,2,Batch portfolio,0.6960289629641228,7,-17.198094027829626,0.0,-1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
62,70,5,3,Inference portfolio,0.3194660181587846,14,0.0,0.0,-1.4210854715202004e-14,256,IEEE RTS 24-bus,2,3e3d0737d91acb37be515001f911d304bfce93540e3d063ca4640a87bd55fa9f,14.421352459001355
